D1,D2,D3,D4,D5,D6,D7,D8
3.0000,3.1241,3.2686,3.4155,3.4665,3.8324,3.9385,4.1392
3.0000,3.2731,3.4864,3.7658,3.9193,4.0734,4.1274,4.2518
3.0000,4.0844,5.3185,6.1803,7.2763,8.4114,9.1434,9.9789
3.0000,3.6876,4.4913,5.3914,6.3941,7.0194,7.6231,8.4451
3.0000,3.1266,3.1266,3.5045,3.9646,3.9646,4.0886,4.3144
3.0000,3.7426,4.5584,4.8650,6.3621,6.8237,7.8234,8.2811
3.0000,3.1832,3.2277,3.2590,3.2590,3.5028,3.9272,4.4029
3.0000,3.1088,3.2622,3.3304,3.3304,3.5030,3.7351,4.1867
3.0000,3.2401,3.5615,3.5615,4.0238,4.3147,4.5521,4.5521
3.0000,3.0018,3.0018,3.3422,3.3422,3.6614,3.8690,4.1714
3.0000,3.1555,3.1769,3.3606,3.6537,3.6537,3.9648,4.3917
3.0000,3.3392,3.5436,3.6678,3.6678,4.0463,4.2679,4.4302
3.0000,3.6379,4.5271,4.6668,5.5213,6.3135,6.5098,6.9301
3.0000,3.3317,3.3317,3.4151,3.6229,3.7603,3.9462,4.2124
3.0000,3.0361,3.1730,3.1761,3.5472,3.8119,3.9199,4.1245
3.0000,3.4829,3.7020,3.9673,4.3073,4.6409,4.8820,5.0059
3.0000,3.2940,3.9369,4.1176,4.2918,4.6933,4.7673,4.7673
3.0000,3.1449,3.3856,3.8078,4.1676,4.4181,4.7323,4.8717
3.0000,4.0183,5.0473,6.1405,7.4322,8.3411,9.4043,10.4145
3.0000,3.2915,3.4859,3.4859,3.5478,3.8647,3.9558,3.9558
3.0000,3.3435,3.6390,3.7421,3.8919,4.1002,4.2939,4.5355
3.0000,3.0523,3.1367,3.2404,3.6575,3.8660,4.0032,4.3135
3.0000,3.5163,4.2367,4.5730,5.2732,6.1575,6.2268,7.1797
3.0000,3.3433,3.6797,3.8300,4.0958,4.3200,4.4123,4.7114
3.0000,4.2251,4.9546,6.1592,6.9358,7.7076,8.6361,9.7315
3.0000,4.2457,5.4865,6.3920,7.3973,8.4020,9.5137,10.4555
3.0000,3.3122,3.8947,4.2996,5.3128,5.9922,7.0769,8.0656
3.0000,3.0740,3.4718,3.9206,4.1865,4.4724,4.7223,5.0765
3.0000,3.0000,3.3446,3.5287,3.8484,4.0865,4.0865,4.1813
3.0000,3.2460,3.3559,3.5091,3.8355,4.0650,4.5367,4.7924
3.0000,4.2322,5.3136,6.6547,7.6460,8.6074,9.2811,10.2871
3.0000,3.4910,3.6059,3.9280,4.0555,4.2254,4.3965,4.4050
3.0000,3.3267,3.6943,3.9312,4.0893,4.0893,4.4625,4.6055
3.0000,3.2277,3.3570,3.4952,3.4952,3.7711,4.0720,4.1617
3.0000,3.4515,3.9640,4.0984,4.5997,5.0396,5.9067,6.0761
3.0000,3.8136,4.5371,5.4649,6.1159,6.9348,7.7145,8.8290
3.0000,3.5666,4.3593,4.7436,5.6787,6.2855,7.2119,7.9794
3.0000,4.2284,5.3540,6.5667,7.5452,8.6933,10.1114,10.7596
3.0000,3.3484,3.6010,3.7524,3.8964,4.2298,4.4214,4.8804
3.0000,3.0350,3.0350,3.4554,4.2459,5.1662,5.9169,6.4232
3.0000,3.0358,3.3622,3.3622,3.4788,3.6945,3.9350,4.2086
3.0000,3.0319,3.0319,3.2590,3.5578,3.5578,3.6706,3.6706
3.0000,3.0060,3.0237,3.4398,3.8224,4.1210,4.5728,4.8970
3.0000,3.4806,4.0930,4.6110,5.2538,5.5228,5.9730,7.0203
3.0000,3.0535,3.6708,3.9658,4.3522,4.4452,4.5534,4.8801
3.0000,3.7524,4.6864,5.4449,6.1688,7.2214,7.8832,8.1889
3.0000,3.1117,3.4516,3.7359,4.0319,4.0319,4.0901,4.3795
3.0000,3.9043,4.9250,6.1485,7.2713,8.0875,9.3209,10.2116
3.0000,3.4827,4.0604,4.7536,5.4379,6.3522,7.5916,8.0445
3.0000,3.0019,3.2103,3.7609,3.8851,4.2272,4.2272,4.4040
3.0000,3.3097,3.3097,3.7385,3.9638,4.2162,4.5084,4.6686
3.0000,3.3238,3.5564,3.5564,3.7506,3.9442,4.1242,4.2806
3.0000,3.9739,4.5152,4.9948,5.8229,6.6468,7.1561,7.2559
3.0000,3.2938,3.5475,3.7091,4.0196,4.3297,4.6250,4.6686
3.0000,3.2107,3.3350,3.4313,3.7299,4.0499,4.1753,4.3396
3.0000,3.4688,3.9012,4.1585,4.2715,4.5583,4.8543,5.3193
3.0000,3.8446,4.6204,5.0824,5.3279,5.4232,6.7877,7.3532
3.0000,3.3172,3.3172,3.8064,3.9165,4.1054,4.4011,4.6309
3.0000,3.1334,3.2158,3.2158,3.3733,3.7352,3.7821,3.9896
3.0000,3.6447,3.8902,4.3486,5.2692,6.0469,6.9206,7.8861
3.0000,3.0768,3.2196,3.2196,3.2808,3.6889,3.9143,4.1194
3.0000,4.0942,5.1672,6.4197,7.3424,8.5234,9.3859,10.4728
3.0000,3.1865,3.3541,3.6920,3.8561,4.0603,4.0838,4.1425
3.0000,4.1338,5.2986,6.3102,7.3546,8.3125,9.2771,9.7060
3.0000,3.9323,4.7988,5.7416,6.6319,7.5919,8.9482,10.1193
3.0000,3.8106,4.5589,5.6271,6.4531,7.8624,8.9298,10.1973
3.0000,3.0000,3.3617,3.7244,4.0289,4.1707,4.3004,4.4346
3.0000,3.1025,3.2946,3.5278,3.5617,3.9145,4.1056,4.3275
3.0000,3.0899,3.5276,3.5673,3.5673,3.9616,3.9616,3.9616
3.0000,4.0252,5.2483,6.0731,7.1672,8.1392,9.1838,10.3667
3.0000,3.4903,3.7862,4.1471,4.8015,5.0147,5.0147,5.2730
3.0000,3.2047,3.6158,4.6796,5.5252,5.6351,6.3201,7.2546
3.0000,3.3025,3.3173,3.5095,3.8925,4.2470,4.4591,4.7496
3.0000,3.1803,3.1803,3.3953,3.5341,3.5341,3.8034,3.8065
3.0000,3.1046,3.2010,3.2135,3.2135,3.2812,3.5594,3.9764
3.0000,3.8203,5.0008,5.8624,7.0267,7.9201,8.4236,9.4346
3.0000,3.1145,4.2432,4.8728,5.3815,6.2589,6.8345,7.3815
3.0000,4.0423,5.1354,5.5478,6.7543,7.6622,8.6603,9.8125
3.0000,4.0488,5.2770,6.5115,7.8472,8.7882,9.6823,10.4310
3.0000,3.9567,4.9402,5.4851,6.2273,6.6620,7.4150,7.8625
3.0000,3.3375,3.3874,4.0802,4.4224,4.7971,5.2353,5.6819
3.0000,3.1644,3.3762,3.4918,3.6540,3.8055,3.9876,4.3368
3.0000,3.5311,4.1214,5.0216,5.3926,6.3494,7.1616,7.8026
3.0000,4.0358,5.1810,5.9565,6.6979,7.7748,8.7840,9.7062
3.0000,3.9643,4.8512,5.4416,5.7560,6.1393,6.3163,6.7654
3.0000,3.0000,3.2794,3.7056,4.0056,4.3080,4.3080,4.8343
3.0000,3.2134,3.3999,3.7407,3.9121,3.9121,4.2589,4.5540
3.0000,3.2629,3.4753,3.6562,3.8727,3.9069,4.0113,4.2786
3.0000,4.3071,5.4213,6.3736,7.3262,8.2431,9.2546,10.2410
3.0000,3.7435,4.7028,5.7089,6.5597,7.1658,7.9566,8.7870
3.0000,3.3816,3.6399,3.7645,3.9938,4.1199,4.2294,4.6613
3.0000,3.2041,3.5144,3.6092,3.8817,4.4556,4.4563,4.8616
3.0000,4.1560,5.1668,6.5338,7.4568,8.3918,9.4688,10.3085
3.0000,3.0565,3.1574,3.2193,3.5933,3.7784,4.1239,4.5018
3.0000,3.0000,3.2705,3.6328,4.0807,4.1336,4.6589,4.7871
3.0000,3.3723,3.3723,3.6908,3.9418,4.0872,4.1546,4.4309
3.0000,3.4406,3.6407,3.9491,4.1736,4.2375,4.5049,4.6196
3.0000,3.3271,3.5245,4.0464,4.1884,4.5145,4.8113,5.1593
3.0000,3.2416,3.3013,3.3775,3.6613,3.6710,3.6710,3.6760
3.0000,3.1837,3.3535,3.6935,3.7800,3.8165,3.8980,3.9677
3.0000,4.1208,5.1848,6.3111,7.3102,8.6167,9.3523,10.3942
3.0000,3.9460,5.1063,6.0831,7.5364,8.5554,9.4089,10.2267
3.0000,3.2858,3.7015,3.8841,3.8841,4.2966,4.5808,4.8826
3.0000,3.3855,3.6461,3.8591,4.0174,4.0270,4.0270,4.3025
3.0000,3.1279,3.3678,3.4537,3.7331,3.9206,4.2519,4.6198
3.0000,3.2844,3.5749,3.9327,4.0601,4.5971,4.7737,4.9981
3.0000,3.4071,3.5612,3.8009,3.9905,4.5741,4.6676,4.9127
3.0000,3.0000,3.3548,3.3548,3.6176,3.9101,3.9899,4.1839
3.0000,3.4025,3.5527,3.8025,3.9726,4.1091,4.5024,4.5071
3.0000,3.2696,3.6245,3.9959,4.0351,4.1200,4.5437,4.6119
3.0000,3.1100,3.6853,4.1193,4.3422,4.3422,4.5384,4.8030
3.0000,3.1100,3.2221,3.2908,3.2908,3.4381,3.4559,3.4559
3.0000,3.0481,3.2881,3.4297,3.6614,3.6614,3.7965,4.1667
3.0000,4.2737,5.0188,6.2146,6.8549,7.9646,8.3718,8.5569
3.0000,3.1868,3.3628,3.4677,3.4723,3.6842,3.9800,4.2779
3.0000,3.6121,4.5885,5.0942,5.7553,7.0938,7.6417,8.7578
3.0000,3.9386,4.9440,5.9981,7.1069,8.1880,9.0896,9.7325
3.0000,3.5557,3.6413,3.7970,3.8717,4.1795,4.5272,4.7190
3.0000,3.0000,3.1418,3.4144,3.4614,3.5371,3.8692,3.9916
3.0000,4.0101,4.7090,5.5533,6.4968,7.8233,8.5882,9.6933
3.0000,3.3103,3.4955,3.4955,3.8320,3.8726,4.0298,4.4827
3.0000,3.9686,4.4373,5.3796,6.0223,6.5089,7.4482,8.2654
3.0000,3.1780,3.4710,3.9692,4.7350,5.4812,5.9500,6.2627
3.0000,3.9457,4.3862,4.7021,5.4910,5.9572,6.6779,6.8763
3.0000,3.1242,3.3448,3.5704,3.6497,3.9249,3.9717,4.2810
3.0000,3.2776,3.4594,3.6516,3.7999,4.0852,4.4646,4.6877
3.0000,4.2104,4.7763,5.7722,6.1900,6.7946,7.3471,7.3762
3.0000,3.4591,3.8233,4.2219,4.3792,4.5651,4.8952,5.1383
3.0000,3.1506,3.6690,4.1083,4.1313,4.3297,4.8207,5.0549
3.0000,3.4569,3.7137,4.3450,5.3078,5.5461,6.1233,7.1424
3.0000,3.1144,3.2775,3.2833,3.5081,3.8445,3.9232,4.2176
3.0000,3.4724,3.6420,4.1984,4.4213,4.8054,4.9099,5.2242
3.0000,3.0943,3.0943,3.2853,3.4004,3.6111,3.8044,4.0223
3.0000,3.2416,3.4273,3.5932,3.8308,4.1541,4.5789,4.7470
3.0000,3.2904,3.2904,3.3686,3.3686,3.5496,3.6147,3.9201
3.0000,3.4903,4.2765,4.7006,5.0591,5.6362,6.0654,6.5739
3.0000,3.9871,4.5630,5.3290,5.5017,6.0966,6.8717,7.7819
3.0000,3.1127,3.1926,3.4926,3.6989,3.8032,3.8552,4.1255
3.0000,3.0690,3.2085,3.3358,3.5761,3.7961,3.8207,4.1563
3.0000,3.1469,3.2185,3.4728,3.4728,3.4984,3.6553,3.8778
3.0000,4.1115,5.1121,6.4487,7.7426,8.7358,9.4451,10.7489
3.0000,3.3695,3.5539,3.9474,4.1341,4.5563,4.9465,4.9465
3.0000,3.0000,3.3809,3.4373,3.8482,4.2402,4.4189,4.6639
3.0000,3.2565,3.3050,3.3050,3.6287,3.7437,4.1212,4.5856
3.0000,3.0709,3.4622,3.8823,3.9355,4.3390,4.3390,4.6872
3.0000,3.1634,3.2993,3.6465,4.1123,4.3927,4.7525,4.9539
3.0000,3.4678,4.2805,4.2805,4.9940,5.7462,6.0767,6.7413
3.0000,4.1256,4.8586,5.8697,6.9306,7.7739,8.9598,9.7501
3.0000,3.0000,3.0000,3.2964,3.3799,3.3799,3.3799,3.5501
3.0000,3.5090,4.0920,4.7523,5.4537,6.2955,6.6956,7.0966
3.0000,3.1639,3.1639,3.3677,3.3677,3.7888,4.0677,4.4358
3.0000,3.2351,3.5077,3.7258,4.2544,4.4849,4.8872,5.0334
3.0000,4.1550,5.1442,6.3143,7.2212,8.0172,8.9841,9.9635
3.0000,3.1463,3.3274,3.5865,3.6354,3.7184,3.8538,4.2615
3.0000,4.0619,5.1232,6.1703,7.0600,8.5431,9.4647,10.4537
3.0000,3.2472,3.5858,3.9161,4.4843,4.7468,4.9585,5.0396
3.0000,3.0000,3.0000,3.2815,3.3618,3.3821,3.6105,4.0453
3.0000,3.0000,3.1234,3.3011,3.4661,3.9774,4.4690,4.6127
3.0000,3.8817,4.5788,5.3121,5.7959,6.7131,7.1799,8.0267
3.0000,3.0727,3.3344,3.3916,3.7350,4.0043,4.2437,4.7366
3.0000,3.3716,4.2647,5.2115,5.7059,6.2541,6.7768,7.4878
3.0000,3.1442,3.5330,3.6540,3.8834,4.3272,4.3272,4.3649
3.0000,3.1325,3.3722,3.5713,3.8034,4.2457,4.6423,4.9207
3.0000,4.1711,4.7993,5.7584,6.2784,6.7164,7.4004,7.9397
3.0000,3.0364,3.1126,3.2648,3.3682,3.4775,3.9603,4.2066
3.0000,3.0000,3.0899,3.1176,3.3666,3.5543,3.7953,4.0707
3.0000,3.3683,3.4396,3.7284,4.0495,4.2342,4.3847,4.5769
3.0000,3.3652,3.3945,3.5043,3.6707,4.0375,4.4260,4.5587
3.0000,4.0522,4.8150,5.8830,7.3198,8.1752,9.0810,9.9658
3.0000,3.3151,3.7473,4.0707,4.1762,4.2869,4.3081,4.3607
3.0000,3.0038,3.1128,3.6016,4.0568,4.2922,4.4292,4.8262
3.0000,3.0790,3.3844,3.4742,3.7937,3.9388,4.4337,4.7054
3.0000,3.0000,3.3950,3.3950,3.5808,3.5808,4.1605,4.4321
3.0000,3.8364,4.8477,5.8268,7.0867,7.7586,9.0251,10.2219
3.0000,3.3723,3.5868,3.7127,3.9703,4.1562,4.3108,4.9540
3.0000,4.0253,4.8101,5.3603,5.8696,6.4587,7.4613,8.4001
3.0000,4.0679,5.1788,6.1321,6.8264,7.9260,8.6158,9.4554
3.0000,4.1062,4.8683,5.6364,5.8263,6.2556,6.4320,6.7827
3.0000,3.7124,4.5270,5.6874,6.4287,7.0543,8.0701,8.9137
3.0000,3.8497,4.7531,5.3636,5.8633,6.0174,6.7446,7.3342
3.0000,3.0000,3.2455,3.5494,3.9723,3.9723,4.1019,4.2424
3.0000,3.2217,3.4958,3.7275,3.7786,4.0318,4.3131,4.6346
3.0000,3.1526,3.1526,3.4705,3.7172,3.8168,3.9715,4.0705
3.0000,3.3251,3.4800,3.4800,3.8555,3.9873,4.0312,4.3948
3.0000,3.1048,3.2474,3.5089,3.9395,3.9395,4.0890,4.5260
3.0000,4.1059,5.3838,6.4491,7.1138,8.0524,8.9376,9.9438
3.0000,4.0557,5.2962,6.4245,7.2682,8.0669,9.3191,10.5272
3.0000,3.0725,3.5348,3.9341,4.2323,4.4048,4.5164,4.6776
3.0000,3.1270,3.4513,3.5681,4.0133,4.4414,4.5078,4.6084
3.0000,3.0000,3.0508,3.2784,3.4436,3.6919,3.8471,3.8471
3.0000,3.2808,3.6344,3.7532,3.9380,4.2557,4.7666,4.8004
3.0000,3.1401,3.1583,3.1780,3.4432,3.5283,3.5283,3.5283
3.0000,3.8800,4.8278,5.9589,6.9911,7.9770,9.0723,9.9824
3.0000,3.8851,4.9497,5.9387,6.4115,7.2724,8.1554,9.2847
3.0000,3.1724,3.3817,3.4167,3.6292,3.9203,3.9203,4.2104
3.0000,3.0000,3.3477,3.4645,3.6040,3.8858,4.1767,4.4281
3.0000,3.7120,4.4370,5.1250,6.5274,6.7985,6.9878,7.1085
3.0000,3.0475,3.5707,3.5707,3.7114,3.7114,4.0732,4.0903
3.0000,4.1796,5.4132,6.6177,7.4772,8.5283,9.4773,10.0596
3.0000,3.2966,3.3893,3.7082,3.9706,4.1797,4.4176,4.7424
3.0000,3.0000,3.1067,3.3108,3.4018,3.4897,3.9688,4.1445
3.0000,3.9550,4.8187,5.9078,6.9867,8.1028,8.8810,9.7190
3.0000,3.4368,3.4368,3.9150,4.2916,4.6827,5.1097,5.2238
3.0000,3.3138,3.6326,3.9762,4.1712,4.1712,4.6395,4.6395
3.0000,3.1186,3.5364,3.8933,4.2265,4.4238,4.5876,4.8478
3.0000,3.0605,3.2628,3.5747,4.0162,4.0763,4.1322,4.5442
3.0000,3.1080,3.3930,3.4894,3.5652,3.6694,3.9031,3.9031
3.0000,3.8492,4.9440,5.9237,6.8581,7.5998,8.6096,9.4767
3.0000,3.6520,4.8537,5.4263,6.1755,6.9279,7.6583,8.8105
3.0000,3.4833,4.4394,4.6825,5.2546,5.5840,6.3453,7.0748
3.0000,3.2440,3.2565,3.4200,3.5922,3.8075,3.8075,4.0378
3.0000,3.9136,4.8134,5.6818,6.5362,7.2810,8.0990,9.0980
3.0000,3.6211,4.0435,4.6594,5.9450,5.9450,6.3121,6.7883
3.0000,3.2191,3.5545,3.8021,4.1405,4.3950,4.9825,4.9825
3.0000,3.5971,4.8770,6.2454,6.8014,7.4774,8.2923,9.3352
3.0000,3.2276,3.5860,3.9137,4.0828,4.2462,4.3865,4.5496
3.0000,4.0585,4.9264,5.4259,6.1550,6.9096,7.9770,8.8917
3.0000,3.7563,4.0077,4.6532,5.5476,6.0206,7.1207,8.0348
3.0000,3.2073,3.2674,3.3571,3.4694,3.6655,3.7720,3.9530
3.0000,3.0369,3.5030,3.7137,3.8689,4.0350,4.1788,4.4022
3.0000,3.5205,3.8317,3.9917,3.9917,4.0733,4.4437,4.7701
3.0000,4.1843,5.1382,6.0774,6.5336,7.6069,8.4311,9.5308
3.0000,3.6111,4.3938,5.2491,5.8854,6.5456,7.0876,7.6362
3.0000,3.8046,4.6588,5.8411,7.1557,8.2325,9.1426,9.8691
3.0000,3.7528,4.3056,4.7367,4.7367,5.4023,5.4023,5.9976
3.0000,3.0000,3.4441,3.5283,3.8491,4.0706,4.1185,4.2985
3.0000,3.0636,3.2042,3.3641,3.3641,3.6309,3.6309,3.9229
3.0000,4.0040,5.1397,5.8678,7.0004,7.8132,8.6612,9.9731
3.0000,3.9507,4.8487,5.4418,6.1974,6.3057,7.1215,8.1161
3.0000,3.0168,3.0827,3.3187,4.0202,4.1443,4.3279,4.7195
3.0000,3.7592,4.9989,6.1915,7.1434,8.0242,8.7596,9.6966
3.0000,3.7904,5.0807,6.4811,7.4643,8.5032,9.8255,11.0320
3.0000,3.0000,3.0653,3.0653,3.2692,3.4426,3.7565,3.8078
3.0000,4.2464,4.5412,5.1054,5.8565,6.8096,7.7691,8.4990
3.0000,4.0000,5.1020,6.0906,7.2102,8.7259,9.6242,10.7226
3.0000,3.2210,3.5352,3.8278,4.0375,4.3337,4.7589,4.8856
3.0000,3.0663,3.2050,3.3595,3.7534,3.8690,4.1279,4.4717
3.0000,3.1921,3.4805,3.8590,4.1665,4.1851,4.3984,4.5623
3.0000,3.9967,5.0547,6.1372,7.1767,8.5919,9.7481,10.8527
3.0000,3.8060,4.3766,5.2732,6.2497,6.4741,7.3327,8.1050
3.0000,4.1473,4.9334,5.7574,6.7396,7.5255,8.0787,9.2990
3.0000,3.7236,4.6663,5.0086,5.8344,6.7356,7.7620,7.9140
3.0000,3.1265,3.3131,3.5432,3.9060,4.2570,4.3160,4.4808
3.0000,3.1395,3.4496,3.7259,3.8447,3.8535,3.9796,4.2036
3.0000,4.0557,4.9769,6.1234,7.1306,8.2594,9.0617,9.8740
3.0000,3.0000,3.0198,3.2172,3.4497,4.0223,4.0223,4.2946
3.0000,3.1993,3.6269,3.8951,4.1892,4.2136,4.5621,4.6358
3.0000,3.2380,3.3138,3.5024,3.8473,3.8473,3.8473,3.8473
3.0000,3.2237,3.6895,3.9133,4.0539,4.4560,4.4777,4.6722
3.0000,3.3808,3.5930,3.8667,4.2537,4.5260,4.7936,4.9520
3.0000,3.2523,3.4214,3.5678,3.8588,4.2915,4.4923,4.5379
3.0000,4.1351,5.0178,5.7621,6.6038,7.6255,8.9553,10.1913
3.0000,3.4596,4.2868,4.8902,5.7083,7.0239,7.2537,7.6774
3.0000,3.1464,3.3258,3.5285,3.5727,3.8374,3.9792,3.9792
3.0000,3.0000,3.1853,3.1853,3.1853,3.5734,3.5734,3.8076
3.0000,3.0243,3.2994,3.6547,3.8568,4.1230,4.3309,4.5054
3.0000,3.0000,3.4356,3.8229,4.0713,4.4322,4.4322,4.4322
3.0000,4.1387,4.7816,5.2318,5.7791,6.3309,7.0425,7.8121
3.0000,3.0520,3.2170,3.6969,3.8141,3.9245,4.0943,4.3366
3.0000,3.0502,3.2100,3.4068,3.5054,3.7241,3.9572,4.0362
3.0000,3.2039,3.2702,3.5511,3.6001,3.7534,4.0388,4.0794
3.0000,3.2961,3.3185,3.8879,4.2812,4.6703,5.0575,5.0983
3.0000,3.9462,5.0615,6.1037,6.9942,7.5830,8.4424,9.2812
3.0000,3.0665,3.4090,3.7346,3.7346,4.1250,4.3780,4.6531
3.0000,3.4019,3.4630,3.5662,3.8576,4.4623,4.6507,5.0858
3.0000,4.0853,4.7345,5.4722,6.7854,7.7853,8.7778,9.9442
3.0000,3.0494,3.5024,3.6647,3.7620,3.9581,4.2596,4.5211
3.0000,3.6634,4.4012,5.3488,5.8135,6.2490,7.0553,7.4615
3.0000,3.2011,3.4924,3.5477,3.8470,3.9583,4.2881,4.6042
3.0000,4.1006,5.0034,5.7698,6.4193,7.4923,8.6077,9.6844
3.0000,3.7887,5.0098,5.9029,7.0574,8.2202,9.3822,9.9407
3.0000,3.0000,3.1969,3.3383,3.4866,3.8226,4.2169,4.6712
3.0000,3.2711,3.4651,3.7216,3.9899,4.2873,4.4598,4.4889
3.0000,3.1567,3.6762,3.8012,3.9797,4.1654,4.5508,4.7340
3.0000,3.1195,3.1576,3.5887,3.8211,3.8472,4.0468,4.3131
3.0000,3.0000,3.3425,3.3425,3.4228,3.5928,3.9082,3.9993
3.0000,4.2056,5.2022,6.0636,6.5973,7.6224,8.7958,9.8760
3.0000,3.0713,3.2337,3.4613,3.8049,4.0328,4.0967,4.3059
3.0000,3.1732,3.2700,3.6920,4.0557,4.2971,4.5620,4.5945
3.0000,3.4342,3.5572,4.0106,4.3323,4.6550,4.7259,5.0283
3.0000,4.0339,4.7598,5.3174,6.2407,7.3285,8.5972,9.5935
3.0000,4.2977,5.2747,6.3594,7.3998,8.2968,9.1517,10.2448
3.0000,3.9716,4.0138,5.2053,5.4194,6.5758,6.7680,7.2574
3.0000,3.1192,3.2405,3.2405,3.6365,3.9834,4.3489,4.5079
3.0000,3.2727,3.5782,3.9626,4.1303,4.3284,4.5194,4.6357
3.0000,4.1485,5.1481,6.1783,7.1167,8.1863,8.9796,9.7866
3.0000,3.1550,3.2921,3.6480,4.1085,4.2789,4.3878,4.5102
3.0000,3.1337,3.4900,3.6646,4.1416,4.6574,4.9076,5.1626
3.0000,3.2834,3.6427,3.7890,4.3096,4.6074,4.9500,5.2554
3.0000,3.0000,3.6074,3.8366,4.1088,4.3858,4.6704,5.0854
3.0000,3.5330,4.7104,5.6605,6.6557,7.8733,9.0702,9.8807
3.0000,3.2415,3.7848,3.9194,4.1378,4.2280,4.4607,4.8046
3.0000,3.4177,3.5638,3.5638,3.5638,3.8226,3.8226,3.9688
3.0000,3.5298,4.4393,5.1924,6.3956,7.4640,8.4031,9.6387
3.0000,3.5962,4.7303,5.6256,6.6190,7.4728,8.5737,9.4218
3.0000,4.1775,5.2801,6.1586,7.1410,8.0216,8.9675,9.9905
3.0000,3.2337,3.6170,3.6723,4.0074,4.2383,4.8386,5.3233
3.0000,3.9616,4.5824,5.6155,6.4798,7.4040,7.9546,9.0213
3.0000,3.1916,3.5792,3.7172,4.0236,4.2208,4.5575,4.5575
3.0000,3.9178,4.5555,5.1650,6.2017,6.7176,7.6669,8.2818
3.0000,3.1493,3.2178,3.4652,3.7942,3.9603,4.2143,4.2143
3.0000,3.1933,3.1933,3.5882,3.6756,3.9176,4.3787,4.4162
3.0000,3.8813,4.9093,6.0170,6.9227,7.8139,8.9915,10.2073
3.0000,3.1059,3.1059,3.4917,3.7765,3.7765,4.1959,4.3368
3.0000,3.1695,3.1695,3.2198,3.7201,4.0535,4.1658,4.4699
3.0000,3.3094,3.3094,3.4675,3.6725,4.0622,4.3071,4.3650
3.0000,3.1370,3.3754,3.4468,3.4468,3.5112,3.5112,3.5156
3.0000,3.0111,3.1526,3.5927,3.8951,3.9635,4.2970,4.4517
3.0000,3.0867,3.4987,3.5825,3.6848,3.9426,4.0992,4.1881
3.0000,4.5230,5.6481,6.8573,7.6078,8.5534,9.5547,10.3717
3.0000,3.1414,3.2898,3.4031,3.8433,3.8433,4.0603,4.5999
3.0000,3.0732,3.5754,3.5754,3.6707,4.1398,4.4033,4.6405
3.0000,3.0315,3.0315,3.0315,3.3508,3.3508,3.5306,3.5935
3.0000,3.3815,3.6615,3.9298,3.9298,4.3877,4.4768,4.7982
3.0000,3.2316,3.5892,3.6292,4.1830,4.2539,4.2628,4.6207
3.0000,3.4177,3.4338,3.6057,3.6057,3.9805,4.4047,4.5030
3.0000,3.0000,3.7342,4.3313,4.3313,4.8510,5.3811,6.2684
3.0000,3.2602,3.5294,3.9332,4.0833,4.2430,4.3039,4.5227
3.0000,3.9068,4.6093,5.3968,5.4890,6.4425,6.8871,7.8585
3.0000,3.6426,4.6227,5.5591,6.6833,7.3633,7.8833,8.3031
3.0000,3.8964,4.9148,6.0210,6.8429,7.3850,8.8474,9.9221
3.0000,3.2869,3.4702,3.7057,3.7057,3.9141,4.2218,4.2218
3.0000,3.2173,3.3906,3.4151,3.6947,4.0261,4.0660,4.1983
3.0000,3.0802,3.3694,3.4106,4.0483,4.6093,4.6093,4.7921
3.0000,3.1818,3.4862,3.8063,4.0199,4.3024,4.6347,4.7882
3.0000,3.8189,4.8845,5.8098,6.7001,7.8171,8.4043,9.2793
3.0000,3.2904,3.4641,3.5968,3.9900,4.1869,4.3331,4.4717
3.0000,3.8456,4.5061,5.2369,5.6822,6.2968,6.8243,7.4397
3.0000,3.9973,4.9666,6.2489,7.4249,8.2908,9.1024,10.0881
3.0000,3.1853,3.4644,3.8010,4.2460,4.2460,4.4008,4.5621
3.0000,3.7466,4.5154,5.5299,6.8061,7.7330,8.6731,9.4158
3.0000,3.5747,4.2985,5.1620,5.2966,6.0586,6.5677,6.9247
3.0000,3.0000,3.2586,3.4201,3.7138,3.9320,4.2166,4.5012
3.0000,4.0159,5.0606,6.1016,7.1857,8.1152,9.1297,9.8774
3.0000,4.0302,5.0809,5.6922,6.8984,7.6783,8.7527,9.6286
3.0000,3.4475,4.7187,5.8019,6.0843,6.9167,7.8030,8.7620
3.0000,3.6741,4.5911,5.0170,5.4261,5.9412,6.6452,7.2347
3.0000,3.5321,3.9808,4.1881,4.2198,4.3610,4.4660,4.6102
3.0000,4.2944,5.5764,6.6753,7.6104,8.5865,9.5812,10.6750
3.0000,4.0849,5.1198,6.1201,7.2269,8.1637,9.1553,10.1155
3.0000,3.5804,3.6308,3.7504,3.9323,4.0845,4.3807,4.5609
3.0000,3.2973,3.3179,3.3708,3.9094,4.1510,4.3656,4.6857
3.0000,3.1669,3.3731,3.6278,3.8786,4.0290,4.2348,4.3352
3.0000,3.3648,3.7693,4.2051,4.3820,4.6671,4.7280,4.9973
3.0000,3.0000,3.0000,3.0000,3.1882,3.3322,3.7456,4.0182
3.0000,3.4127,3.7887,4.0898,4.6349,4.9095,4.9594,5.0231
3.0000,3.2687,3.5866,3.8663,3.9594,4.2091,4.4914,4.6822
3.0000,3.4474,3.5787,3.7506,3.9779,4.1158,4.1839,4.3138
3.0000,3.2508,3.5197,3.6613,4.0231,4.5069,4.8027,5.0385
