Cls,Day1,Day2,Day3,Day4,Day5,Day6,Day7,Day8
3,3.0000,3.7074,4.2937,5.2191,5.3607,5.5088,6.2482,7.3534
3,3.0000,4.2377,4.8737,6.1176,6.9206,7.8234,8.5903,9.1490
3,3.0000,3.5010,4.1679,4.6566,5.3083,6.1848,6.6055,7.4851
3,3.0000,3.2745,4.0320,4.4173,5.2623,5.9457,6.5832,7.3366
3,3.0000,3.2467,4.0972,4.8368,5.3729,5.6721,6.2180,7.0093
3,3.0000,3.3360,4.1342,4.7496,5.8360,6.3781,6.6963,7.3940
3,3.0000,3.2871,3.5338,4.6092,5.1778,5.8078,6.5852,7.3360
3,3.0000,3.6077,4.6836,5.1659,6.5249,7.2125,7.2125,7.7059
3,3.0000,3.9541,4.8302,5.6522,5.7942,6.2507,6.3789,7.0719
3,3.0000,3.2358,3.3709,4.2389,5.2710,6.0561,6.9320,7.7259
3,3.0000,3.8278,4.6047,5.4963,6.4886,7.3072,8.5519,9.5884
3,3.0000,3.0078,3.3903,4.6402,5.4234,6.0325,7.0350,8.2795
3,3.0000,4.0364,4.7137,5.6143,6.1315,6.3223,6.9862,7.5235
3,3.0000,4.1271,4.8477,5.4253,6.1809,7.5801,8.3278,9.1737
3,3.0000,3.4266,3.4266,4.5542,5.0853,5.6155,6.3499,7.3592
3,3.0000,3.7305,4.1703,4.9095,5.0355,5.9850,6.5146,7.5192
3,3.0000,3.9070,5.1469,6.0834,7.2725,7.8029,8.1432,8.5298
3,3.0000,3.9582,4.7317,4.8531,5.6731,6.4491,6.9527,8.0452
3,3.0000,3.5544,3.7233,4.8011,5.4666,5.9123,6.3149,6.9953
3,3.0000,3.5594,4.4623,5.0764,5.8891,7.0593,8.1147,8.5454
3,3.0000,3.7363,4.4060,4.6754,5.6613,6.3616,7.0193,7.8052
3,3.0000,3.3712,3.4083,4.2897,5.4046,5.8172,6.4193,7.0177
3,3.0000,3.8243,4.0739,4.7612,5.3755,5.8209,6.7996,7.7058
3,3.0000,4.2907,5.5750,6.0815,6.3614,7.0312,7.2679,7.7301
3,3.0000,3.5264,4.0747,4.8379,4.9587,5.4801,6.3822,7.1416
3,3.0000,3.8581,4.8557,5.2215,5.9060,6.6591,6.7026,7.5943
3,3.0000,3.4287,3.4287,4.4084,4.8136,5.3461,5.9635,6.6457
3,3.0000,3.6414,4.6778,5.4063,5.8782,6.3550,6.9187,7.8945
3,3.0000,3.3156,3.9446,4.4961,5.1554,6.1595,6.9761,7.6960
3,3.0000,3.4392,4.2519,5.1214,5.7507,6.2480,6.9171,7.5571
3,3.0000,3.7431,4.0238,4.2324,4.7465,5.0775,6.0323,6.7516
3,3.0000,3.9629,4.6844,4.7939,5.7118,5.9186,6.1203,6.5903
3,3.0000,4.0177,4.3645,5.0304,5.6862,6.4514,6.4514,6.5664
3,3.0000,3.5088,3.9881,4.7609,5.7397,6.1733,6.6256,7.2341
3,3.0000,3.5189,4.2006,4.7423,5.6519,6.3877,7.7770,8.5241
3,3.0000,3.6239,4.0649,4.6619,6.2557,7.3474,8.1587,8.4310
3,3.0000,3.5716,4.6814,5.3198,6.3256,6.7972,7.9255,8.6087
3,3.0000,3.9375,4.5472,5.2685,5.7625,6.5584,7.2577,8.7101
3,3.0000,3.2704,3.6663,4.6302,5.8031,6.5102,6.8996,7.8921
3,3.0000,3.7464,4.6030,5.4604,6.1528,7.2312,7.2940,8.6560
3,3.0000,3.4348,4.0182,4.1921,4.6697,5.1193,5.7009,5.8431
3,3.0000,4.0167,4.9130,5.5451,6.2011,6.9096,7.7709,8.7318
3,3.0000,3.6788,4.0149,4.7690,5.8527,6.6088,7.3238,8.1963
3,3.0000,3.4902,3.9362,4.5212,5.3613,6.0780,6.4290,7.5046
3,3.0000,3.9286,4.7063,5.0393,5.6925,6.1065,6.6664,7.2906
3,3.0000,4.2306,4.4377,5.4022,6.1672,6.6291,7.5139,8.5559
3,3.0000,3.5246,4.5519,5.0441,5.3866,6.1881,6.6515,7.2579
3,3.0000,4.2326,4.8213,4.9047,5.7896,6.7834,7.7631,8.2652
3,3.0000,3.5698,4.2059,4.9400,5.6916,6.7241,7.6296,8.0884
3,3.0000,3.8935,4.7453,5.6928,6.4239,7.4331,7.8119,8.0219
3,3.0000,3.9567,4.5018,5.0995,5.5783,6.4686,6.9162,7.7564
3,3.0000,4.1657,5.0451,5.4548,5.9520,7.1359,8.4526,9.2091
3,3.0000,3.7469,4.4743,5.6205,6.4892,7.0324,7.3062,8.9946
3,3.0000,3.7619,4.5882,5.1782,5.3797,6.1890,6.3837,6.8031
3,3.0000,3.3502,3.5817,4.2924,5.0920,5.6636,6.1440,6.9968
3,3.0000,3.8086,4.3584,4.4755,5.6059,5.8197,6.0301,7.1718
3,3.0000,3.5973,4.6293,5.2189,5.9507,6.6323,7.4200,8.6314
3,3.0000,3.6818,4.7368,5.3409,6.1753,7.5724,8.2363,9.3533
3,3.0000,4.0033,4.7699,5.6373,6.1024,6.9281,7.7618,8.3504
3,3.0000,3.6269,4.1178,4.8151,5.4047,6.2024,7.4554,8.0246
3,3.0000,3.3053,3.7153,4.6534,5.4202,5.6852,6.8328,7.3562
3,3.0000,3.6135,4.3708,5.3106,5.4894,6.2173,6.5420,7.1271
3,3.0000,3.9031,4.6544,5.1393,5.9249,6.5220,7.4200,8.2755
3,3.0000,3.2212,4.4801,5.1239,5.6791,6.0042,7.1613,8.0493
3,3.0000,3.8412,4.5972,5.4467,6.1053,7.2251,7.4885,8.2113
3,3.0000,3.4706,4.2169,4.7943,6.0574,6.8144,7.3386,8.4793
3,3.0000,3.5005,4.6412,5.6269,5.9469,6.5727,6.9501,8.0320
3,3.0000,3.9312,4.4628,5.0834,5.8107,6.9691,7.4433,8.7457
3,3.0000,3.0680,3.9113,4.2563,5.3429,5.5987,6.0215,6.4108
3,3.0000,3.5057,4.4175,5.1089,5.6354,5.7118,6.3862,6.8967
3,3.0000,3.3891,4.1298,4.8205,5.5781,5.6957,6.1316,6.1316
3,3.0000,3.3338,3.7964,4.1769,5.2340,5.3855,5.8867,6.0243
3,3.0000,3.6660,4.3080,5.2533,5.7020,6.3981,6.8042,7.2994
3,3.0000,3.6678,4.1928,5.1155,5.6173,6.0230,6.9845,7.1709
3,3.0000,3.7680,4.3029,5.1955,5.8065,6.6029,7.6569,8.4636
3,3.0000,3.5805,4.3359,4.8228,5.7933,6.5935,6.6266,7.6926
3,3.0000,3.2514,3.7626,4.3681,4.8325,5.5969,5.8942,6.7124
3,3.0000,3.7006,4.4672,5.0674,5.7335,6.2430,6.6671,7.0109
3,3.0000,3.5759,4.5114,5.9636,6.9997,7.6636,8.3410,8.9851
3,3.0000,3.3892,3.6728,4.5925,5.3344,6.5410,7.1143,7.2966
3,3.0000,3.9875,4.0133,5.0669,6.1158,7.2808,7.6202,8.4056
3,3.0000,3.3775,3.8698,4.5130,5.7520,6.3981,7.4218,8.0256
3,3.0000,3.9807,5.4287,6.1855,6.8043,7.5785,8.1188,8.7032
3,3.0000,3.4875,3.6693,3.9904,4.9148,5.8498,6.3153,7.1458
3,3.0000,4.0553,4.5973,5.8974,6.3649,6.8349,7.3296,8.1354
3,3.0000,3.5567,3.9929,5.0464,5.9621,7.1198,7.1514,7.6985
3,3.0000,3.8241,5.0449,5.5667,5.9544,6.6089,6.7763,7.3751
3,3.0000,3.3001,3.5096,4.3880,5.0300,5.8175,6.5644,7.9446
3,3.0000,3.6844,4.0621,4.7646,5.6304,6.4076,7.0772,8.2087
3,3.0000,3.4275,3.9420,4.1858,4.4683,5.5303,6.1997,6.9511
3,3.0000,3.5767,3.9231,4.5516,5.0098,5.7997,6.4539,6.7382
3,3.0000,3.4672,3.6669,3.8218,4.7280,5.7118,6.3489,6.8138
3,3.0000,3.6609,4.1711,4.6475,5.8957,7.3532,8.0965,8.3341
3,3.0000,3.6305,4.0490,4.5919,4.9413,5.3060,5.8874,6.4123
3,3.0000,3.2005,3.9166,4.1846,4.6725,5.2782,5.5491,6.0030
3,3.0000,3.8497,4.3812,4.9260,5.6769,6.3607,7.0965,7.9123
3,3.0000,3.7509,4.0967,4.8335,5.3695,6.1307,6.6794,7.2838
3,3.0000,3.3186,4.4265,5.0861,5.9991,6.8406,7.4434,8.3592
3,3.0000,3.5639,4.3824,5.0264,5.5350,6.0312,7.0297,8.4208
3,3.0000,3.6228,4.1220,5.1053,5.7805,6.1395,6.3254,7.0040
3,3.0000,3.9240,4.5427,5.3078,5.6412,5.9945,6.9079,7.4080
3,3.0000,3.9967,5.1303,6.1145,7.0083,7.2500,7.8132,8.7066
3,3.0000,3.9739,4.5152,4.9948,5.8229,6.6468,7.1561,7.2559
3,3.0000,3.4909,4.3919,5.0008,6.3817,7.0618,7.9117,8.4224
3,3.0000,3.9225,4.9453,6.2520,7.3978,8.1259,8.9717,10.1949
3,3.0000,3.7236,4.2562,5.2014,6.0979,6.8047,7.8287,8.4324
3,3.0000,3.6766,5.0804,5.1833,5.6684,5.8862,6.4736,6.8008
3,3.0000,4.0055,4.8976,5.7142,6.6127,7.1114,8.1344,8.7932
3,3.0000,3.8943,4.5384,4.5700,5.2937,5.6267,5.9789,6.8925
3,3.0000,3.5840,4.1863,4.3778,5.0822,5.8746,7.1977,8.1675
3,3.0000,3.8393,4.0585,4.5690,5.4094,5.9717,6.4678,6.7027
3,3.0000,4.1386,4.2630,4.4071,5.6083,6.1401,6.7795,7.1716
3,3.0000,3.7207,4.7076,5.3916,6.3955,7.4684,7.9866,8.7668
3,3.0000,3.3454,3.3454,3.8214,3.8607,5.0505,5.8078,6.8051
3,3.0000,3.6731,4.7999,5.3836,6.1628,6.4113,7.2935,8.3876
3,3.0000,3.6385,4.2627,5.0728,6.1517,6.7998,7.9158,8.7212
3,3.0000,3.3518,4.2498,4.6515,4.9907,5.6878,6.2100,6.9759
3,3.0000,3.6052,4.2847,5.1399,6.1445,6.9076,7.2240,7.4708
3,3.0000,3.8458,4.3056,5.0757,5.9861,6.5648,7.9744,8.0828
3,3.0000,4.0096,4.2844,4.6074,5.8569,5.9374,6.6007,7.2024
3,3.0000,3.6499,4.2242,4.8301,5.2939,5.8491,6.4557,7.0507
3,3.0000,3.5971,4.8770,6.2454,6.8014,7.4774,8.2923,9.3352
3,3.0000,3.7232,4.3244,5.0961,6.1523,7.1183,7.7050,8.8596
3,3.0000,3.5260,4.4661,5.2152,5.9753,6.0227,6.4232,7.1625
3,3.0000,3.8272,4.5994,5.1674,5.5889,6.5028,6.6576,7.4415
3,3.0000,3.7401,3.8493,5.3856,6.1917,7.2511,7.8749,8.4306
3,3.0000,3.9524,4.5763,5.5391,6.3205,7.2515,7.7254,8.5254
3,3.0000,3.8687,4.1435,5.2373,6.1573,6.5767,7.3043,7.9706
3,3.0000,3.4577,4.1204,4.9012,5.2746,6.0368,6.5486,7.0836
3,3.0000,3.8866,4.5950,5.1088,5.6794,6.2671,7.0705,7.9607
3,3.0000,3.9686,4.4373,5.3796,6.0223,6.5089,7.4482,8.2654
3,3.0000,3.2369,3.8241,4.4901,5.0777,5.8040,6.1453,6.1453
3,3.0000,3.1455,3.8155,4.4957,4.8656,5.9624,6.3628,7.0150
3,3.0000,4.1352,5.0912,5.3241,6.0888,6.9110,7.5974,8.1946
3,3.0000,3.5071,4.4059,4.9779,6.0103,6.8290,7.1320,7.9745
3,3.0000,4.2544,5.3489,5.8243,6.7112,7.0265,7.6458,7.9524
3,3.0000,4.0533,4.5014,4.8776,5.6539,6.3555,7.0783,7.4046
3,3.0000,3.0429,3.6577,3.7498,4.4914,5.0423,5.6769,6.7493
3,3.0000,4.2903,4.7146,5.3124,6.1617,6.6881,7.4289,8.3593
3,3.0000,3.6513,4.7218,5.4167,6.3149,6.7381,7.3289,8.1811
3,3.0000,3.7139,4.7996,5.3284,6.3066,6.8019,7.2356,8.2723
3,3.0000,3.2993,4.0282,4.9969,6.0101,6.1222,6.8049,7.0953
3,3.0000,3.7314,4.3751,5.0925,5.7965,6.2897,6.8966,7.1416
3,3.0000,4.0288,4.8612,5.6105,5.8490,6.7111,7.1581,7.8660
3,3.0000,3.4812,4.2304,5.2304,6.1662,7.0416,7.2466,7.9276
3,3.0000,3.3604,4.4753,5.2377,6.1747,7.0030,7.3935,8.6218
3,3.0000,3.6456,4.4281,5.1518,5.8212,6.7996,7.1674,8.2352
3,3.0000,4.0280,4.3036,5.2939,5.7189,6.1771,6.6652,7.6645
3,3.0000,3.8126,4.1389,4.6661,5.2954,5.4854,6.2889,6.5239
3,3.0000,3.1145,4.2432,4.8728,5.3815,6.2589,6.8345,7.3815
3,3.0000,3.8687,4.1041,4.9940,5.4768,6.3124,6.9981,8.3016
3,3.0000,3.5335,4.2537,4.7188,5.6350,6.1865,7.2966,7.2966
3,3.0000,3.1209,3.9477,5.3351,5.3519,6.1101,6.1101,6.5938
3,3.0000,3.3558,4.4127,5.2488,6.1631,6.8479,7.2609,7.6116
3,3.0000,3.6320,4.4096,5.4964,6.3555,7.2043,7.7410,8.4762
3,3.0000,3.6186,4.2701,4.9014,5.7505,5.9437,6.5947,7.1517
3,3.0000,3.6375,4.4568,4.8871,5.3038,6.0051,6.9401,7.3007
3,3.0000,3.4977,4.2451,4.6524,5.4057,6.6812,7.3309,8.1617
3,3.0000,3.3852,4.2532,5.1691,6.2042,7.3640,7.8678,7.9782
3,3.0000,3.8375,4.6297,5.1725,6.0513,6.7971,7.1601,8.0659
3,3.0000,3.3139,4.1074,4.7797,6.1282,7.0899,7.7176,8.3808
3,3.0000,3.7820,5.0012,5.0870,5.3604,6.2949,6.6821,7.5170
3,3.0000,3.0000,3.8583,4.7363,5.8100,6.2999,6.9519,8.0643
3,3.0000,4.2525,5.0688,6.0518,6.7941,7.2064,7.4284,8.2973
3,3.0000,3.7862,4.7702,5.1515,6.2505,6.9405,7.9572,8.5557
3,3.0000,3.6529,4.3867,4.9888,5.8347,6.7015,6.7895,7.6406
3,3.0000,3.2654,3.8392,4.2036,4.8637,5.4761,6.0550,6.3460
3,3.0000,3.8781,4.1965,5.3230,5.8312,6.2774,6.2984,7.0638
3,3.0000,3.5562,4.1811,4.6068,5.2916,5.9469,6.1169,6.4605
3,3.0000,4.2047,4.8571,5.3183,5.5920,5.9103,6.5097,6.8828
3,3.0000,3.6634,4.4012,5.3488,5.8135,6.2490,7.0553,7.4615
3,3.0000,3.8796,4.5813,5.2870,5.9626,6.3880,7.2177,8.0449
3,3.0000,3.8890,4.5222,5.6726,6.4914,6.8599,7.2378,7.7840
3,3.0000,3.0000,3.7266,4.2147,4.7767,5.3640,5.6795,6.1499
3,3.0000,3.6219,3.8767,4.7318,5.9279,6.3069,7.4748,8.2737
3,3.0000,3.5796,4.2035,4.5170,4.9901,5.6386,6.2807,7.2683
3,3.0000,3.8590,4.5911,5.5320,6.2856,6.7148,7.3703,7.6657
3,3.0000,3.5899,4.9167,6.0557,6.8912,7.0989,7.4356,8.4899
3,3.0000,3.6522,4.3030,4.7890,5.4162,5.6761,6.4784,8.0101
3,3.0000,3.9623,4.1291,4.8240,5.7184,5.7184,6.4277,6.9142
3,3.0000,4.1065,5.1481,5.5766,6.2406,7.0734,8.3320,8.3447
3,3.0000,3.3957,3.8706,4.1182,4.3192,4.7259,5.3228,5.5498
3,3.0000,3.7577,4.4207,4.6151,4.6151,5.7110,6.4577,7.6794
3,3.0000,3.2564,3.7434,4.9077,4.9613,6.0149,6.7451,8.2249
3,3.0000,3.5203,4.0936,5.0229,5.6139,5.7771,6.1663,7.5596
3,3.0000,3.2820,3.7021,4.2236,5.1457,5.2140,6.0916,6.8167
3,3.0000,3.8634,4.9411,5.4495,6.0288,6.7265,7.5934,7.8421
3,3.0000,3.8160,4.3390,5.2561,5.7286,5.9533,7.2555,7.8517
3,3.0000,3.0218,3.9382,4.2058,5.0180,5.3543,6.1289,6.8306
3,3.0000,3.9280,4.5890,5.5206,6.2653,7.2229,8.2411,9.2491
3,3.0000,3.7495,4.3066,4.9283,5.7679,6.2062,6.3820,6.9610
3,3.0000,3.1154,3.6604,4.0832,4.5188,4.6155,4.9685,5.9626
3,3.0000,3.0000,3.7342,4.3313,4.3313,4.8510,5.3811,6.2684
3,3.0000,3.9025,4.7918,5.5587,5.5587,6.1260,6.5887,7.1339
3,3.0000,3.9661,4.9815,5.5433,6.8546,7.6080,8.1801,8.8451
3,3.0000,3.4325,3.8092,4.1904,4.8023,5.5303,6.3402,7.2703
3,3.0000,3.5311,4.1214,5.0216,5.3926,6.3494,7.1616,7.8026
3,3.0000,3.7483,4.5676,5.3761,5.7809,6.2243,6.7355,7.4300
3,3.0000,4.0549,5.0696,5.5996,6.2129,6.8805,7.6177,8.4078
3,3.0000,3.5508,3.9845,3.9845,4.6807,5.1034,6.3640,7.3739
3,3.0000,3.5602,4.1359,5.1397,6.7273,7.0888,7.2536,7.8970
3,3.0000,3.5493,4.5728,4.8632,5.3440,5.9178,7.0866,7.7709
3,3.0000,3.0987,4.1569,4.4659,4.5766,5.3967,6.3070,6.5973
3,3.0000,3.9719,4.3401,4.6809,5.5821,5.8274,5.9970,6.1761
3,3.0000,3.8673,4.4406,5.0654,5.3956,5.6435,6.0029,6.2206
3,3.0000,3.6191,4.1355,5.1576,5.6629,6.2118,6.5325,6.7756
3,3.0000,3.4785,4.0522,4.8996,5.6505,6.3812,6.7258,7.5435
3,3.0000,3.2367,4.0557,4.5488,5.1394,5.4541,6.1066,7.1450
3,3.0000,4.4139,5.3861,6.1471,6.8990,8.1492,8.5267,8.7718
3,3.0000,3.5523,4.2626,4.9619,5.7007,6.2716,6.6914,7.4631
3,3.0000,3.7581,4.1519,4.6534,4.8773,5.7295,5.8854,6.7748
3,3.0000,3.7648,4.6651,5.2560,5.3405,6.0621,6.6357,6.9344
3,3.0000,4.2509,4.9654,5.6730,6.6572,7.3281,7.9126,8.4647
3,3.0000,4.0218,4.4299,4.7190,5.1099,6.0543,7.1141,8.2983
3,3.0000,3.7466,4.5154,5.5299,6.8061,7.7330,8.6731,9.4158
3,3.0000,3.7695,4.6876,5.2951,6.0442,6.9843,7.2727,8.4133
3,3.0000,4.0884,5.0469,5.6126,6.2452,7.1742,7.9243,9.3165
3,3.0000,3.5675,4.6848,5.9425,6.5632,7.2622,8.2327,9.0083
3,3.0000,4.1178,4.7688,4.7688,4.7845,5.2494,5.7414,5.9834
3,3.0000,3.9675,4.3608,5.1224,5.6599,6.8835,6.8835,7.2139
3,3.0000,3.4950,4.2095,4.6474,4.6474,4.9105,5.3413,5.7883
3,3.0000,3.2789,3.8349,4.6910,5.8942,6.2172,6.5306,6.5306
3,3.0000,4.2104,4.7763,5.7722,6.1900,6.7946,7.3471,7.3762
3,3.0000,3.8149,4.4292,4.6146,5.1733,5.8493,6.4237,7.1175
3,3.0000,3.0000,4.3154,4.5968,5.3696,6.2573,7.3874,7.9591
3,3.0000,3.8700,4.8470,5.3332,5.8038,6.3792,7.1023,7.8241
3,3.0000,3.6216,4.4562,5.2775,6.5046,7.2864,7.8406,7.9997
3,3.0000,3.7848,4.3522,4.4896,4.5896,5.7164,5.7619,6.7729
3,3.0000,3.3100,3.7713,4.7925,5.2264,6.5781,7.0724,7.5593
3,3.0000,3.8134,4.6277,5.0320,5.5230,5.6169,6.1757,6.8287
3,3.0000,4.1946,5.4168,5.7023,6.1648,6.8596,7.5698,8.1941
3,3.0000,4.2242,4.7460,5.5014,6.0757,6.5923,6.8957,7.5901
3,3.0000,3.4990,4.1810,4.2914,5.2380,6.3183,6.6165,6.6165
3,3.0000,3.7949,4.7362,5.8284,6.1171,7.4737,8.0079,8.9843
3,3.0000,3.1493,3.4560,3.9692,4.5256,5.1741,5.5895,5.9191
3,3.0000,3.7236,4.6663,5.0086,5.8344,6.7356,7.7620,7.9140
3,3.0000,3.3912,3.9027,4.4053,5.3337,5.8353,6.5414,7.1884
3,3.0000,3.8497,4.7531,5.3636,5.8633,6.0174,6.7446,7.3342
3,3.0000,3.8762,4.2591,4.5963,4.9907,5.2338,6.2571,6.7740
3,3.0000,3.9294,4.9328,5.4380,6.2623,6.5810,7.3954,7.7931
3,3.0000,4.0435,4.8769,6.0583,7.0220,8.0696,8.8913,9.0934
3,3.0000,4.1962,4.9007,5.6766,6.1558,6.7985,6.9639,7.7129
3,3.0000,3.7648,4.1533,4.7339,5.6426,6.4135,7.1733,7.7657
3,3.0000,3.7524,4.6864,5.4449,6.1688,7.2214,7.8832,8.1889
3,3.0000,3.1892,3.8045,4.9472,5.5832,6.6045,7.4618,7.9021
3,3.0000,3.3964,4.3707,4.6494,5.4100,5.8722,6.5210,7.3223
3,3.0000,3.7311,3.9269,4.5764,5.4072,6.2723,7.5285,8.0354
3,3.0000,3.4832,3.8691,4.5343,5.2240,5.9176,5.9238,6.8181
3,3.0000,3.6025,4.4269,4.9522,5.3524,5.6384,5.9714,6.9758
3,3.0000,3.0085,3.6551,4.0804,4.2494,4.4910,5.5771,6.2321
3,3.0000,3.4420,4.7170,5.6016,6.1758,6.6777,7.4684,8.0845
3,3.0000,3.6526,4.1566,5.3894,6.2012,6.9546,7.6892,8.4717
3,3.0000,3.4480,4.3463,4.8265,5.5042,6.0287,7.2389,7.5753
3,3.0000,3.6905,4.4976,5.5372,5.8086,6.0139,6.0139,6.6246
3,3.0000,3.7440,4.0772,4.6760,5.3563,5.6452,6.0726,6.6461
3,3.0000,3.8286,4.6290,4.9181,5.7637,6.9394,7.8465,8.8073
3,3.0000,3.9751,4.3972,5.2866,5.7853,6.6526,7.3090,7.3561
3,3.0000,3.7737,3.9668,4.7207,5.7877,6.6527,7.3483,7.3483
3,3.0000,3.3359,3.8877,4.6717,5.5177,6.3296,7.0757,7.5833
3,3.0000,3.3856,3.3856,4.3779,5.4001,6.0610,6.0610,6.9218
3,3.0000,3.1761,3.8398,4.7955,5.1748,5.6767,6.7555,7.8873
3,3.0000,3.5811,4.1231,5.1829,6.0546,6.3323,6.9273,7.2191
3,3.0000,3.0675,3.2828,3.7518,4.4453,5.6150,6.8235,7.1880
3,3.0000,3.5570,4.4102,5.1011,5.6793,6.5022,7.5594,8.3262
3,3.0000,3.6819,4.2930,4.3394,5.0827,5.4541,6.0410,6.4793
3,3.0000,3.7101,4.1426,5.0567,5.9515,7.0549,7.3559,8.3015
3,3.0000,3.6047,4.7427,5.6665,6.6136,7.2183,7.5389,8.4664
3,3.0000,3.9016,4.0689,4.5850,4.7961,5.9355,5.9355,6.6627
3,3.0000,4.3307,5.0094,5.5098,5.7759,6.6746,7.4156,8.0979
3,3.0000,3.0403,3.4427,4.1658,5.1919,6.1300,6.2221,6.6729
3,3.0000,4.2027,4.8480,5.4872,6.1823,6.9456,7.1949,8.0910
3,3.0000,3.3357,3.9166,4.9445,5.9348,6.2625,6.8741,7.3161
3,3.0000,3.0033,3.5123,4.8117,5.0423,5.6580,6.1333,6.6252
3,3.0000,3.4850,3.8277,4.0160,4.5383,4.9151,5.4830,6.3398
3,3.0000,3.6467,4.1044,4.6098,5.1325,6.0191,6.0845,7.1396
3,3.0000,3.3946,4.2138,4.9856,6.0238,6.7545,6.9157,7.6931
3,3.0000,3.7219,4.3574,4.7381,5.3147,6.5386,7.5609,8.3015
3,3.0000,3.6447,3.8902,4.3486,5.2692,6.0469,6.9206,7.8861
3,3.0000,4.0966,5.2211,6.1956,6.5792,6.9836,7.5274,8.0058
3,3.0000,3.3925,4.1465,4.8952,5.4322,6.5251,6.9649,7.5654
3,3.0000,3.3635,4.2257,5.0010,5.7349,6.5741,6.9038,7.9863
3,3.0000,3.7366,4.5225,4.8103,5.8445,6.3363,6.9159,7.3166
3,3.0000,3.6121,4.5885,5.0942,5.7553,7.0938,7.6417,8.7578
3,3.0000,3.9192,4.7344,6.1439,6.8141,7.2192,7.6893,7.8560
3,3.0000,3.6093,4.4791,5.6015,6.1469,6.2689,6.9847,7.5208
3,3.0000,3.8447,3.8447,4.3718,4.9798,5.4092,6.1055,7.0707
3,3.0000,4.4679,5.3752,6.2412,6.4267,7.2073,7.7808,8.9695
3,3.0000,3.6850,4.7401,5.6243,6.2905,7.1809,7.9646,7.9646
3,3.0000,3.1076,4.1668,5.3227,5.8771,6.7984,7.7378,8.3190
3,3.0000,3.6111,4.3938,5.2491,5.8854,6.5456,7.0876,7.6362
3,3.0000,3.2478,3.8143,4.9679,5.2374,5.5555,5.9350,6.9240
3,3.0000,3.7589,4.0289,4.3344,5.4106,6.2203,6.7708,7.6046
3,3.0000,4.1281,4.5145,5.2324,5.8362,6.5606,7.1554,8.3053
3,3.0000,3.5623,3.9358,5.1659,5.7725,6.5612,7.5613,8.2986
3,3.0000,3.5847,4.1901,4.5263,5.9038,6.6683,7.4748,8.2412
3,3.0000,3.8114,4.7449,5.6870,6.0428,6.4769,7.4639,8.0716
3,3.0000,3.1786,4.3369,4.9672,5.8743,6.6104,7.3715,8.0314
3,3.0000,3.4802,4.0436,4.2591,4.8163,4.9817,5.2871,5.5973
3,3.0000,3.2746,3.8015,4.0796,4.4345,5.3503,6.3099,7.1290
3,3.0000,3.9728,4.4723,5.2575,6.3210,6.3319,7.1061,7.9727
3,3.0000,3.8851,4.9497,5.9387,6.4115,7.2724,8.1554,9.2847
3,3.0000,3.8060,4.3766,5.2732,6.2497,6.4741,7.3327,8.1050
3,3.0000,3.7843,4.1787,4.6705,5.2373,5.2373,5.6200,6.6294
3,3.0000,3.7034,4.3264,5.2296,5.9362,6.7174,7.2634,7.8059
3,3.0000,3.7559,4.5279,5.4279,5.9088,6.7833,7.7832,8.0861
3,3.0000,3.7788,4.2111,4.9585,5.5653,6.1076,6.9387,7.8525
3,3.0000,4.0531,4.6620,5.6827,5.8249,6.5847,7.0952,7.5600
3,3.0000,3.2784,3.9465,4.5056,5.4053,6.2432,7.2069,7.8428
3,3.0000,3.2486,3.8881,4.7719,5.8733,6.4258,6.9822,7.6713
3,3.0000,3.4573,4.2692,4.7482,5.8009,6.0912,6.4151,7.1758
3,3.0000,3.4212,3.9489,5.0418,5.6092,6.4385,6.6885,7.5174
3,3.0000,3.5766,4.3497,4.8835,5.7420,6.5421,7.3421,8.0018
3,3.0000,3.4310,4.0079,4.9494,5.8920,6.3985,7.1347,7.6070
3,3.0000,3.7495,4.0688,5.1519,5.7851,5.9830,6.5587,7.5579
3,3.0000,4.2062,4.7652,4.8782,5.4203,6.0342,6.6385,7.3706
3,3.0000,3.7552,4.1844,4.4156,5.1357,5.8681,6.4514,7.0048
3,3.0000,3.9761,4.7707,5.0535,6.1315,6.7777,7.9534,8.5668
3,3.0000,3.7358,4.5409,4.8768,5.4020,6.0460,6.8818,7.6546
3,3.0000,3.9973,4.4426,5.3804,6.0535,7.0808,7.3153,8.3842
3,3.0000,3.7411,4.4357,4.9330,5.4668,5.9092,6.7522,7.2598
3,3.0000,3.5204,4.3887,5.5424,6.3840,6.9173,7.6623,8.3629
3,3.0000,3.6650,4.3918,5.2343,5.6488,5.9892,6.5754,7.4839
3,3.0000,3.0000,4.0676,5.0070,5.6325,6.3989,7.4030,7.7631
3,3.0000,3.5526,3.5635,4.2068,4.8661,5.4754,6.1954,6.9764
3,3.0000,3.8512,3.9072,4.3889,4.9121,5.2937,6.2058,7.2668
3,3.0000,3.8549,4.5171,5.4679,6.4169,7.0222,7.5743,8.3560
3,3.0000,3.6632,4.6558,5.1891,5.8458,6.7747,6.7747,7.2472
3,3.0000,3.1713,3.8020,4.1424,4.4830,5.3007,5.7998,6.5283
3,3.0000,3.8775,4.4057,5.8115,6.3080,6.9325,7.6650,9.1635
3,3.0000,3.7555,4.6831,5.2202,5.6641,6.6863,7.3151,7.9158
3,3.0000,3.8562,4.3422,5.5980,6.3945,7.4835,7.9975,8.5473
3,3.0000,4.0086,4.4791,5.2667,5.8290,6.1061,6.4007,7.4134
